GEOID,geoName,geoRegion,geoLON,geoLAT,ISO3,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020
24,Canada,NORTH AMERICA,-98.261,61.393,CAN,200,122,67,44,34,25,21,18,18,14,13,10,10,10,8,5,3,2,2,2,1,2,1,3,1,1,0,0,0,0,0,0,-1,-1,-2,-2,-2,-5,-4,-4,-4,-4,-5,-4,-5,-6,-6,-4,-5,-4,-5,-5,-3,-3,-3,-3,-1,-2,0,-3,0,0,0,-1,-2,0,1,-1,2,-1,0,0,0,1,0,-1,1,1,1,1,0,0,-2,0,0,2,1,0,-1,1,0,-1,-1,0,-1,0,0,2,0,-2,0,1,1,-1,-1,0,2,-3,0,0,-1,-3,0,0,-1,-1,-1,-1,1195
35980,Norwich-New London, CT,-72.1,41.49,USA,200,96,59,34,15,22,11,19,18,12,9,6,5,8,4,5,3,1,4,0,4,-2,1,0,1,3,3,0,0,-4,-4,-3,0,-2,-5,-2,-6,-5,-5,-7,-7,-8,-7,-5,-7,-3,-12,-2,-1,-5,-5,-3,-5,3,-3,1,-1,-1,0,0,-1,-2,3,5,0,4,0,-5,0,1,1,5,-1,4,4,1,-3,-4,0,4,0,0,1,0,6,-2,1,-5,-2,0,4,3,4,-6,0,3,3,3,-5,5,2,6,2,0,-2,0,1,5,1,1,2,0,0,-2,0,-2,2,1,250
28660,Killeen-Temple, TX,-97.79,31.21,USA,200,109,47,52,36,20,12,16,17,16,15,9,8,7,9,4,5,0,1,1,0,2,2,0,-1,1,1,3,-1,1,0,2,0,0,0,0,-3,-3,-1,-3,-4,-5,-2,-5,-7,-3,-7,-5,-1,-4,-2,-4,-6,-1,0,-3,-2,0,0,0,-2,-1,0,-5,-2,2,3,-1,0,0,1,1,0,-7,3,7,0,3,0,-1,-1,0,0,6,-2,0,6,3,0,-2,1,2,1,4,2,1,3,-5,1,3,2,0,1,5,0,1,3,0,1,3,-1,1,0,-2,-3,1,1,-4,308
16980,Chicago-Naperville-Elgin, IL-IN-WI,-87.96,41.7,USA,200,105,55,37,25,22,19,17,18,12,11,10,8,8,8,5,3,2,1,1,2,1,3,2,1,0,1,2,0,0,0,0,0,-1,-3,-3,-6,-5,-4,-4,-4,-7,-7,-10,-9,-7,-8,-6,-3,-4,-5,-4,-3,-2,-1,-2,-1,0,-1,-1,0,0,-2,0,-1,1,1,0,-1,0,0,-1,0,1,-1,0,1,0,1,0,-1,0,0,1,0,1,4,0,1,0,0,0,0,1,2,1,2,0,1,0,0,1,1,1,0,2,1,1,0,2,-1,0,0,0,0,0,0,0,2577
27620,Jefferson City, MO,-92.09,38.64,USA,200,80,44,48,82,24,7,5,16,7,7,24,4,8,0,6,3,2,-10,0,6,0,-1,5,0,-8,11,-2,1,-2,0,0,-1,0,-6,0,-4,-6,-1,-7,-15,-3,-3,-6,-2,-9,-6,-13,1,5,0,-3,1,11,-1,0,-3,4,-6,0,-1,1,0,1,3,0,-4,0,-5,0,8,-3,9,2,1,1,1,-1,6,0,5,-3,1,3,2,0,-4,4,1,-1,2,3,1,-1,-5,-2,4,-1,3,10,13,2,0,0,-1,0,-2,2,4,3,0,0,0,-5,-16,-4,0,1,90
16740,Charlotte-Concord-Gastonia, NC-SC,-80.87,35.19,USA,200,102,62,42,29,23,18,16,16,14,12,11,9,7,8,7,5,2,1,1,1,1,3,2,1,1,0,1,-1,-1,-4,0,-1,-1,-2,-2,-6,-5,-6,-6,-5,-6,-7,-8,-6,-8,-5,-7,-5,-5,-7,-7,-2,-5,-1,-3,-1,-2,1,0,-3,-1,-1,2,2,2,0,0,0,1,1,1,-1,0,1,1,1,0,1,2,1,0,1,0,2,3,4,2,1,1,2,0,0,1,5,1,0,0,0,1,2,0,3,1,0,0,2,2,-2,2,1,2,0,0,0,1,-1,0,1456
17820,Colorado Springs, CO,-104.66,38.84,USA,200,113,61,18,23,16,18,14,16,12,7,9,5,6,3,1,-3,2,-1,0,0,0,0,-1,2,1,2,1,0,-3,0,0,2,0,0,-3,-5,-4,-4,-5,-3,-3,-6,-6,-7,-6,-7,-5,-5,-3,-2,-2,-3,-1,1,-5,-1,1,1,2,-1,-1,-1,0,0,3,-1,0,0,0,2,-1,0,-1,1,-1,1,-1,1,-4,3,2,-1,3,-1,4,1,0,-2,1,1,2,2,5,0,0,0,-3,1,2,0,3,3,4,0,0,0,0,3,0,0,2,2,-2,-1,-1,1,-2,354
36420,Oklahoma City, OK,-97.5,35.43,USA,200,101,58,46,28,18,13,19,20,15,12,7,8,8,7,6,5,2,1,2,2,0,2,2,1,0,1,3,0,-1,-3,-2,0,-1,-2,0,-4,-7,-4,0,-4,-8,-4,-4,-3,-2,-3,-4,-2,-7,-7,0,-2,-6,0,-1,-3,-2,0,0,-1,1,1,2,2,1,-1,0,-3,0,0,0,-1,-3,0,0,-2,0,0,-1,2,1,0,1,3,0,1,4,2,0,2,3,2,2,0,0,1,3,0,2,3,1,-1,1,1,-1,2,3,3,3,1,-2,0,1,1,-1,1,0,673
15540,Burlington-South Burlington, VT,-73.03,44.69,USA,200,108,57,38,26,21,17,14,13,8,12,8,6,9,3,3,1,1,0,2,1,2,1,4,1,0,3,0,2,3,0,-2,-1,-2,-1,-4,-3,-5,-4,-2,-4,-1,-5,-13,-4,-4,-2,-2,-4,-3,-2,-3,-4,3,0,-7,-1,0,-3,0,-1,0,3,3,-3,2,1,-1,0,0,0,-1,1,-1,5,0,-5,0,0,-2,-3,-5,0,1,2,-2,-1,0,-5,0,3,-3,0,2,2,0,-1,0,0,-1,1,0,0,2,-5,1,0,-2,0,0,0,0,0,6,0,4,-3,-3,129
191,Switzerland,EURPOE,8.235,46.803,CHE,200,98,66,37,34,19,17,19,18,15,15,11,10,10,6,3,3,2,0,1,0,0,0,0,-2,-1,-1,-4,-1,0,-4,-3,-2,-3,-2,-4,-7,-7,-8,-5,-6,-1,-5,-8,-8,-6,-5,-2,-3,0,-1,0,3,1,1,-1,0,2,4,1,1,1,1,-1,4,1,0,-2,-2,-2,-2,-3,-1,0,1,0,0,0,-5,0,-1,0,-1,1,-1,0,-3,0,-4,0,-1,0,0,1,-1,2,2,0,0,0,2,0,1,1,0,0,1,-2,1,0,-2,0,1,0,-1,-1,1,-2,473
200,Turkey,ASIA,35.179,39.061,TUR,200,100,64,50,37,29,31,21,21,22,14,13,10,9,6,4,4,2,2,1,0,1,0,-3,-1,-1,-1,-1,0,1,0,0,0,-1,-2,-4,-4,-4,-4,-3,-3,-2,-5,-6,-7,-5,-8,-5,-4,-2,0,-2,-2,-4,-2,-4,-2,1,0,-4,-1,0,-1,0,0,0,0,-1,2,9,0,-1,-1,1,2,-1,-1,1,-2,0,0,0,-3,-9,0,0,0,-2,1,4,0,0,0,-1,0,7,0,0,-1,0,0,1,0,-2,-1,0,0,2,-1,-7,-2,0,0,1,0,0,0,1,432
33460,Minneapolis-St. Paul-Bloomington, MN-WI,-93.35,45.07,USA,200,84,55,41,40,24,19,20,20,14,10,11,9,9,7,8,5,4,2,2,2,1,1,1,1,0,2,2,1,-2,-1,0,-1,-3,-1,-2,-4,-4,-3,-3,-5,-7,-8,-6,-5,-6,-7,-2,-5,-4,-4,-4,-6,-1,0,0,-2,0,-1,-2,-1,0,0,-2,-2,2,0,-1,-1,0,0,0,1,-1,0,0,-1,-1,0,-1,1,0,1,0,0,0,0,1,2,0,3,1,4,0,2,0,0,1,1,1,0,1,3,8,9,16,7,10,5,9,3,2,0,0,2,1,-1,-3,1404
158,New Zealand,AUSTRALIA,171.604,-41.837,NZL,200,114,90,34,27,27,26,17,21,13,15,10,15,12,11,4,3,7,6,2,4,3,0,4,1,0,-3,-2,-2,2,2,-2,-4,0,-3,-5,0,-6,-3,-3,-1,-3,-2,-6,-8,-4,-1,-5,-7,0,-3,-3,-4,0,-2,-1,-2,-2,-8,-3,0,-3,4,-2,-1,-2,2,-2,10,3,-1,-1,1,-1,0,3,0,0,0,3,0,2,-12,-1,0,0,2,1,-2,-1,-4,0,-4,-4,-4,-1,-3,0,-2,-4,4,-3,0,-1,-1,-4,0,-1,5,2,0,0,6,0,-6,2,-3,0,107
9,Australia,AUSTRALIA,134.491,-25.733,AUS,200,110,87,37,36,29,27,20,18,17,16,12,11,10,9,7,5,5,5,4,3,1,2,3,0,2,1,0,1,0,-1,-1,-1,-1,0,0,-2,-3,-3,-4,-3,-1,-5,-3,-3,-2,-4,-3,-6,-4,-1,-4,-2,-3,-2,-2,-1,0,-2,-3,1,0,1,-2,-1,0,0,2,7,3,1,0,0,0,0,0,-1,-1,0,-1,1,-1,-7,-4,1,-2,3,0,-1,0,0,2,-1,0,0,0,-1,-2,-3,0,-2,-1,0,-3,0,0,-1,0,-3,-1,0,0,0,0,-1,1,-2,2,499
12060,Atlanta-Sandy Springs-Roswell, GA,-84.4,33.69,USA,200,112,59,46,30,26,22,19,18,13,12,9,9,10,8,8,5,3,1,0,0,1,2,2,1,1,0,0,0,-2,-1,-1,0,0,-2,-3,-5,-5,-4,-4,-5,-6,-8,-6,-7,-6,-7,-4,-4,-6,-5,-3,-3,-4,-1,-3,0,-2,-2,-4,-2,-1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,2,1,2,1,1,2,1,2,4,2,3,1,2,1,1,2,1,1,0,0,2,1,1,1,1,2,1,1,4,1,0,2,1,1,0,0,1,1,0,0,2683
41860,San Francisco-Oakland-Hayward, CA,-122.17,37.78,USA,200,95,49,41,31,24,20,16,14,11,13,11,9,8,6,2,2,1,1,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,-2,-2,-3,-3,-4,-4,-4,-6,-5,-5,-5,-5,-5,-8,-5,-3,-3,-3,-2,-3,-2,0,-1,-1,-1,-1,-2,-1,-2,-1,-1,-1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,2,0,1,0,0,2,1,0,0,0,0,0,0,-1,-1,3298
30780,Little Rock-North Little Rock-Conway, AR,-92.4,34.76,USA,200,121,54,48,25,18,24,16,15,12,11,7,8,7,7,4,5,2,1,2,0,0,3,2,1,0,1,3,0,0,-1,-1,0,-2,-3,0,-5,-7,-4,0,-2,-8,-5,-5,-5,-4,-3,-3,-2,-4,-4,0,-4,-5,-3,0,-2,1,-3,-3,0,4,1,-1,0,-1,0,2,-2,2,2,-4,0,0,-3,-1,-1,1,6,0,0,-1,3,0,1,3,4,3,2,2,4,1,-1,3,1,0,-1,0,2,0,-1,0,1,0,-1,2,2,2,2,0,-1,0,-1,0,2,2,-1,-1,405
22220,Fayetteville-Springdale-Rogers, AR-MO,-94.12,36.2,USA,200,100,46,20,30,23,16,20,20,11,9,10,8,8,5,0,4,2,1,1,0,0,-2,0,2,0,0,0,0,2,-3,2,-3,-1,-1,-3,-3,-2,-5,-3,-2,-4,-4,-6,-5,-6,-2,-6,-4,0,-1,-4,-1,0,0,-1,-2,0,2,-2,-2,2,1,-1,-2,0,0,-4,-4,-5,-1,-4,0,-1,0,-1,-2,-2,5,0,0,0,4,0,2,6,-3,0,0,1,0,2,-2,5,-2,0,-2,1,0,0,4,4,5,1,1,-1,-2,-1,1,3,1,1,0,-5,4,-3,-3,0,151
34260,Mountain Home, AR,-92.34,36.29,USA,100,100,100,200,0,66,66,22,33,13,11,0,0,20,8,28,11,10,9,4,-9,-4,-10,5,-5,10,9,-4,9,-14,4,0,-4,-10,0,0,5,0,0,-11,-12,-6,-15,0,-28,-25,-15,0,15,0,0,-15,0,15,44,0,-9,-10,0,-11,0,11,-11,0,-13,0,0,-15,-66,28,0,22,0,33,0,0,13,0,11,0,10,9,-9,-10,0,0,10,-22,0,0,-13,0,0,0,0,-15,0,15,25,10,0,9,8,-8,0,0,8,8,-8,0,0,-8,-20,-11,0,-13,-15,0,6
8,Argentina,SOUTH AMERICA,-65.167,-35.377,ARG,200,108,83,54,38,28,22,18,17,14,13,13,11,12,10,7,5,3,3,2,2,2,1,3,2,0,1,0,0,0,0,0,0,-2,0,-1,-2,-3,-4,-3,-4,-3,-5,-4,-6,-3,-4,-3,-3,-3,-4,-6,-3,-4,-2,-5,1,0,1,-3,-3,-2,-1,-3,0,-1,1,1,2,0,0,0,-2,1,0,2,0,4,-1,2,0,0,-3,1,0,0,0,-1,1,0,-1,-2,1,0,0,-1,3,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,0,-1,0,631
51,Ireland,EURPOE,-8.152,53.177,IRL,200,106,70,51,35,20,20,21,15,14,13,11,10,12,8,7,3,2,2,4,2,1,2,2,1,1,0,-1,-1,-1,0,0,3,-3,-4,-5,-5,-6,-7,-7,-5,-7,-7,-9,-7,-8,-21,-9,-4,-4,-9,-6,-5,-1,-4,0,0,0,-2,0,-2,0,-2,-2,1,2,0,0,0,-1,3,-6,-2,-1,0,0,0,1,0,-3,0,-2,-1,-3,-2,7,-1,-3,-1,1,0,-4,-2,-1,2,2,3,4,-1,-4,0,5,0,0,0,4,0,1,0,-1,-4,-3,-4,1,2,-2,0,-2,348
38300,Pittsburgh, PA,-79.83,40.44,USA,200,121,59,42,23,17,15,14,18,13,16,10,7,6,6,3,2,0,0,3,2,2,2,3,0,2,1,2,0,0,1,0,0,-2,-1,-3,-5,-6,-7,-8,-4,-8,-5,-6,-10,-8,-2,-3,-6,-5,-2,-5,0,0,-4,0,-1,-1,1,2,-3,-2,1,0,-1,2,0,-1,1,-1,0,0,-2,-3,-1,0,-1,0,0,1,0,0,0,0,1,0,3,0,3,3,2,0,1,0,1,1,2,2,2,-1,0,1,0,1,0,1,2,1,1,0,-1,0,0,2,1,2,1,0,663
49660,Youngstown-Warren-Boardman, OH-PA,-80.57,41.24,USA,200,100,57,43,21,21,18,16,17,11,8,10,7,9,4,6,4,2,1,-1,0,1,0,0,2,0,1,0,2,-3,1,-1,1,3,0,0,0,-2,-4,-1,-3,-3,-3,-4,-8,-4,-5,-8,-2,-9,0,-3,2,-5,1,-2,-2,0,2,0,-2,2,-4,1,-3,0,1,0,-2,5,0,2,1,0,2,0,0,-1,0,4,0,3,0,-2,-1,0,-1,1,2,0,3,1,1,0,-1,0,3,0,0,-1,0,-1,1,1,-1,0,0,-2,2,0,1,1,1,2,0,2,-2,0,270
32740,Meadville, PA,-80.11,41.68,USA,200,85,33,13,31,24,19,5,15,4,4,8,14,3,0,15,-2,2,5,-5,-2,0,0,0,5,-2,-9,0,0,-20,-3,-8,-14,9,-4,4,-9,9,-4,-4,4,9,-9,0,13,0,-4,-14,-5,-5,0,5,-5,0,-5,-6,6,-12,-22,15,-7,0,26,5,-5,-26,-8,22,-6,6,-6,13,6,0,5,10,-16,5,5,10,13,0,0,-8,4,0,0,4,-4,-9,0,-4,0,-10,-5,-12,23,5,9,-4,13,0,0,0,0,8,14,3,-3,-3,-7,-7,-12,0,-4,-4,14,4,23
36340,Oil City, PA,-79.76,41.4,USA,200,120,22,46,0,0,11,20,16,14,18,10,9,12,3,7,6,-10,3,3,9,0,3,5,2,10,0,7,-2,-4,0,7,6,-2,-6,4,-2,-4,-5,-16,-3,-16,3,0,-11,-8,-14,0,-5,-17,-13,-15,0,15,6,-6,-15,-28,28,-8,0,0,16,7,6,0,0,-6,-7,7,0,0,-24,0,-9,18,8,7,6,12,-6,-6,-6,-7,7,13,6,5,5,-5,-11,-20,-8,-18,-10,0,10,0,0,0,-10,10,0,-10,0,20,0,0,30,0,12,5,-5,-12,18,5,-5,0,18
172,Puerto Rico,NORTH AMERICA,-66.466,18.221,PRI,200,83,45,37,29,22,18,15,13,12,11,8,8,8,4,3,2,1,0,0,1,0,1,0,0,1,0,0,0,-1,0,-2,-2,-3,-5,-4,-7,-7,-6,-6,-7,-9,-9,-10,-11,-8,-8,-1,-3,-4,0,-1,0,-4,-1,-1,-2,-3,-1,0,0,-3,0,0,0,-1,-2,-1,-2,0,0,1,1,0,-1,0,1,2,0,2,1,2,1,0,2,1,1,0,2,0,0,0,-1,1,0,2,3,2,1,2,3,4,0,0,0,1,2,0,1,0,0,0,0,1,1,1,0,2,823
38660,Ponce, PR,-66.68,18.06,USA,200,90,41,39,20,21,15,12,7,15,12,5,11,5,5,5,0,0,3,-1,-1,1,2,-1,1,3,-2,2,1,-3,0,-2,-4,0,-2,-4,-4,-6,-10,-7,-4,-8,-13,-13,-6,-7,-7,-9,-2,-7,0,-7,0,5,-9,-5,-7,0,-12,-2,-3,3,-2,2,-1,7,5,-10,2,5,8,2,0,5,4,3,0,0,1,3,0,5,3,0,-4,0,6,0,4,1,-1,1,2,0,-1,0,-3,-1,2,0,2,7,0,-2,2,5,-3,-1,5,1,4,0,4,1,1,-1,3,3,194
41900,San Germ?, PR,-67.06,18.06,USA,200,136,57,25,15,16,16,17,20,18,8,8,7,4,6,-4,-1,4,4,1,1,0,0,-2,3,-1,-1,5,0,4,1,-5,-2,-2,-4,-5,-6,-6,-8,-4,-2,-12,-11,-14,-19,-2,-6,-1,-8,-3,-6,-3,-1,-3,-5,-3,3,-1,-2,-4,0,-4,6,0,-2,4,3,7,-5,1,8,-1,5,0,1,6,-3,-4,6,-4,0,-1,4,3,0,8,6,5,0,1,5,7,2,1,-1,3,3,4,-2,2,0,0,-1,0,0,0,0,3,0,-1,1,1,9,2,1,0,2,-3,123
47920,Washington Court House, OH,-83.46,39.56,USA,100,200,40,0,50,18,15,35,0,26,7,19,5,10,4,4,4,8,-4,0,-4,-9,17,-8,-4,-14,5,-10,-5,-12,0,0,-6,0,6,0,-30,-9,9,8,-8,8,8,-8,-8,8,0,0,0,-8,0,0,-9,0,-10,20,16,0,-8,-18,0,-10,-11,0,11,0,10,-10,0,-11,22,9,0,0,0,8,34,5,0,5,0,5,4,4,-25,-6,0,0,0,6,-26,-8,-8,-9,-10,-11,0,-46,0,0,18,-18,0,-50,-40,0,0,0,66,0,0,0,66,11,-11,31,0,30,15
167,Qatar,ASIA,51.191,25.316,QAT,100,200,66,66,22,18,66,28,17,31,10,29,20,18,14,11,2,1,1,1,-1,-3,-1,-5,0,-13,-3,-14,-16,-12,-5,-2,5,12,-4,4,-2,-4,-5,10,-7,-2,5,-5,0,-5,-5,-23,-11,-4,4,0,0,-13,-15,0,-11,-6,18,15,0,25,3,-3,0,0,3,-7,0,0,-3,0,-17,-15,-11,-37,-9,0,-10,0,-25,13,11,0,10,-10,0,0,10,0,0,0,-10,-11,0,-13,-15,-18,0,46,31,8,0,-8,0,-9,18,15,6,6,-6,12,5,-5,-12,0,6,0,16
96,Kuwait,ASIA,47.594,29.343,KWT,200,100,78,42,27,27,28,19,19,16,18,17,13,19,19,18,13,7,6,4,4,4,2,1,0,0,0,-4,-6,-10,-11,-8,-9,-6,-9,-10,-11,-5,-8,-8,-11,-6,-7,-8,0,-4,-4,-3,-3,-3,0,-8,-3,-3,-1,-4,-9,0,-9,-3,-2,-3,0,-2,-5,49,34,12,8,18,12,7,1,16,21,9,3,6,6,-2,-6,0,1,-5,-5,-3,0,-10,-19,-12,-5,-12,-12,-14,-4,-10,-16,-9,-3,-3,5,-2,-5,-5,0,1,-8,0,-3,-6,5,3,0,7,-8,3,0,4,259
162,Poland,EURPOE,19.401,52.125,POL,200,142,64,50,45,29,28,20,20,15,10,12,11,9,9,8,6,2,2,1,1,1,1,1,1,0,-1,-1,-2,-3,-5,-3,-6,-5,-6,-7,-12,-11,-10,-9,-9,-7,-10,-12,-6,-3,0,1,-2,0,0,-4,-2,-5,3,1,0,-1,2,-2,-1,-2,-2,-2,4,7,3,4,-2,-2,0,0,-1,0,0,-1,0,4,-4,-3,-3,-5,2,0,2,1,1,0,0,0,-1,-4,2,-1,0,3,-2,3,-2,-1,-2,-1,2,2,2,2,-3,3,0,-4,2,-3,-1,-2,0,3,-3,0,178
19740,Denver-Aurora-Lakewood, CO,-104.89,39.43,USA,200,116,60,36,25,19,18,17,19,14,12,9,8,8,5,3,2,1,0,1,1,1,0,0,0,0,1,2,1,0,-1,0,0,-1,-1,-4,-4,-5,-4,-4,-5,-7,-7,-8,-5,-7,-7,-4,-5,-2,-3,-2,-2,-2,0,-3,0,-1,-1,-2,0,-2,-1,-1,0,0,0,0,-1,0,0,2,0,1,0,1,-1,2,0,0,0,-1,1,-1,0,1,2,2,2,1,1,0,0,2,1,2,1,1,1,0,1,0,2,0,1,2,0,2,3,0,0,0,1,1,0,0,-1,-1,1479
173,Russia,ASIA,96.689,61.988,RUS,200,131,80,31,20,32,23,21,15,16,16,14,12,9,9,7,2,5,4,2,1,0,3,2,2,-1,0,0,-1,0,1,-1,-1,0,-3,-1,-4,-5,-6,-1,-6,-5,-3,-7,-7,-4,-3,-6,0,-3,-2,-3,-1,0,1,-1,-1,-4,1,-3,-3,-2,0,-2,-3,0,-1,-4,-2,2,0,-1,-6,-1,2,3,0,2,3,2,1,1,1,1,3,6,0,1,-1,-2,-1,-2,0,1,-2,1,1,-1,-3,-5,3,1,0,0,1,5,-2,0,0,-4,0,-1,-1,1,-1,1,0,0,268
41940,San Jose-Sunnyvale-Santa Clara, CA,-121.38,36.91,USA,200,88,45,42,30,23,22,17,13,12,10,10,9,8,4,3,3,0,0,0,-1,0,0,0,0,0,0,-1,-1,-3,-2,-1,-1,-4,-3,-4,-4,-6,-6,-6,-6,-5,-5,-4,-6,-7,-5,0,-3,-1,-2,-2,-1,-2,0,-2,-1,-1,0,-2,-3,-3,1,-2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,-1,0,0,1,2,1,1,0,0,1,1,2,0,0,1,0,1,-1,0,1,0,3,2,0,1,0,1,0,0,0,0,1,0,-1,0,-2,-1,1577
48,Dominican Republic,NORTH AMERICA,-70.485,18.893,DOM,200,90,85,43,54,43,34,25,18,14,19,11,12,13,8,6,6,4,0,0,0,0,0,5,0,4,0,-1,0,0,0,1,1,-1,-3,-3,-4,-8,-7,-13,-8,-7,-8,-8,-12,-16,-10,-7,-1,-2,0,-5,1,4,0,1,3,0,2,0,-3,1,-1,-1,-2,0,0,-1,6,1,-3,-3,1,3,2,1,-2,-2,0,0,0,1,-8,1,4,3,0,-4,2,0,1,5,2,1,-2,-2,3,-6,-1,0,0,5,-4,-1,0,-4,-1,6,0,0,-3,0,-2,0,-1,-3,-1,-2,139
58,Czech Republic,EURPOE,15.338,49.743,CZE,200,109,76,49,24,17,23,22,22,18,14,9,11,8,9,6,2,0,4,3,2,0,-1,-1,0,0,0,-1,-1,-3,-2,-2,-6,-4,-8,-7,-9,-9,-11,-9,-13,-10,-18,-9,-5,-1,0,-6,0,-1,1,0,-1,0,1,1,2,-1,0,1,-1,1,-1,3,1,5,0,-2,0,-3,-2,0,-1,-5,-4,3,5,3,-1,-2,3,3,0,2,-2,-1,0,2,1,-4,-7,-2,-2,-1,1,-1,-2,0,3,2,2,2,1,-3,0,-1,4,-1,-2,-1,0,1,-1,-2,-4,-1,2,4,142
80,Hungary,EURPOE,19.414,47.167,HUN,200,85,60,52,30,41,26,23,18,19,14,8,10,7,7,6,3,5,4,-1,1,1,0,-3,0,0,0,1,-2,0,-1,-5,-4,-4,-6,-9,-6,-5,-12,-6,-12,-11,-8,-16,-2,-5,-6,0,-3,0,2,-2,9,1,1,2,0,-2,-4,3,1,1,2,-3,-6,5,-6,-2,1,-1,-4,4,0,-1,3,4,-1,2,-1,-5,0,-1,-2,-3,1,1,1,0,-7,-12,-3,0,2,-1,-1,7,0,0,4,-7,-3,-4,4,2,1,-1,-2,1,-1,-8,-1,-1,6,6,4,0,3,3,114
10300,Adrian, MI,-84.07,41.9,USA,200,40,40,36,20,35,32,11,10,9,4,17,10,9,1,8,6,1,0,-2,-1,9,3,2,8,0,-1,1,1,2,-3,3,0,0,-3,-9,-4,-2,-10,-6,-1,-6,-6,-17,-4,-15,0,2,-7,-2,-5,5,2,-5,0,0,0,0,-2,2,-5,-14,-6,-3,10,-13,0,10,0,6,0,6,5,-2,8,2,7,2,0,2,-7,-7,-2,-2,13,4,0,4,-4,4,-4,4,-4,0,8,10,0,-3,-8,-2,-4,4,2,-4,16,-1,1,0,0,-5,4,3,0,1,3,1,0,3,52
19820,Detroit-Warren-Dearborn, MI,-83.23,42.72,USA,200,98,51,43,29,21,19,18,15,14,12,9,8,8,6,4,4,1,1,1,0,2,2,1,1,1,0,1,1,0,-1,0,-2,-1,0,-4,-4,-4,-4,-4,-3,-5,-7,-6,-5,-6,-5,-5,-5,-3,-6,-3,-5,-3,-3,-3,-2,-3,-1,-2,1,0,-2,-2,0,-3,0,-1,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,2,0,1,2,0,-1,1,2,0,0,0,0,0,2,0,3,1,0,1,3,2,1,1,1,1,2,0,0,1,0,0,1,2,0,1385
49,Ecuador,SOUTH AMERICA,-78.781,-1.425,ECU,200,133,57,36,54,23,18,18,14,10,11,17,14,10,10,2,4,3,0,3,4,0,3,5,2,0,-2,1,1,2,2,2,2,-1,-2,0,-3,-5,-2,-6,-3,-3,-8,-7,-7,-10,-13,-4,-3,-1,-3,-2,-5,0,2,-2,-2,4,0,6,3,0,0,0,3,0,4,0,0,2,3,0,0,1,-1,5,-1,5,-3,2,-2,0,0,-3,-1,-3,3,0,1,-6,-2,-4,0,0,1,-2,0,2,4,1,-2,-5,0,1,0,-1,1,3,7,1,1,3,-6,3,-1,2,-3,0,210
152,Netherlands,EURPOE,5.601,52.254,NLD,200,107,56,39,31,23,24,19,16,15,14,10,10,10,7,5,5,4,3,3,1,1,2,1,0,0,-1,0,0,0,-3,-3,-3,-4,-4,-5,-6,-6,-6,-5,-5,-7,-8,-10,-7,-7,-5,-5,-5,-4,-5,-4,-2,-2,-3,0,1,0,0,0,-2,0,2,0,0,0,1,0,0,-1,-1,-1,-1,1,0,0,-1,-2,0,0,-1,0,0,0,0,2,0,-3,-1,0,0,0,0,0,0,-1,0,2,0,-2,0,0,1,0,0,1,2,1,2,1,0,-1,2,2,0,1,0,0,896
