,Unnamed: 0,GEOID,geoName,geoRegion,geoLON,geoLAT,ISO3,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020
0,0,164,Portugal,EURPOE,-8.467,39.603,PRT,1,52,36,14,24,-15,30,10,2,-10,-5,31,14,-11,6,-3,7,-27,-1,7,-2,-7,36,-20,-15,-2,-13,25,-17,-4,12,-29,-15,-16,-22,15,-4,4,-8,-16,-16,48,-29,2,21,-75,49,-2,0,15,-15,-2,-40,45,-20,30,-27,-6,31,-13,13,-13,20,-17,23,-11,-18,-9,11,20,-28,39,-45,22,-5,-8,27,-22,-5,32,-21,-45,34,18,-34,21,10,-22,-28,81,-62,23,0,-33,33,-14,-3,27,-36,0,34,-10,7,-16,-15,6,-3,31,-24,19,-29,0,36,-7,-16,-3,-13,61,-82
1,1,205,United Kingdom,EURPOE,-2.9,54.16,GBR,1,84,35,35,8,5,6,16,21,-3,-4,3,-7,8,12,7,-7,-15,0,2,1,2,8,3,-21,-2,5,-4,-3,-5,2,0,0,-8,-13,-8,-11,-7,-4,-3,-11,-2,-7,1,-15,-8,5,-5,-9,13,0,-4,-14,-1,15,11,-16,-3,-1,-15,0,5,15,-14,-10,5,5,-2,-1,15,-14,-8,11,-18,8,-10,22,-8,-5,-3,3,1,-1,4,10,2,-4,-21,1,2,8,-7,-7,-12,16,7,8,-8,4,-6,8,0,-7,-12,6,12,-6,-6,1,-5,1,3,-13,13,2,-3,-8,6,-54
2,2,39300,Providence-Warwick, RI-MA,-71.4,41.72,USA,1,60,15,-1,-3,1,8,-4,0,14,-8,-5,-8,14,0,26,-3,-12,-17,15,0,7,5,3,-24,11,-8,13,5,-12,-37,18,19,-40,17,-25,-4,-21,15,-25,15,-1,-6,19,-36,-3,10,8,-8,-18,38,-28,18,-6,-8,7,-33,15,15,-17,18,-16,-10,20,-16,6,5,14,1,-12,-16,-16,18,2,-8,2,8,-6,37,-39,26,-40,34,22,-6,-22,0,17,-17,-1,19,-31,46,-8,-14,5,12,-17,6,13,-4,4,-5,3,2,12,-10,6,3,-12,-13,-12,31,25,-27,5,-23,-3,-68
3,3,14460,Boston-Cambridge-Newton, MA-NH,-71.1,42.56,USA,1,64,4,6,19,2,7,0,0,-5,13,-4,11,19,8,-9,-16,-4,6,0,-9,10,3,-4,4,-15,2,0,-9,-8,-8,-1,8,-11,-15,-8,-19,-15,11,-13,2,-9,1,-19,7,10,5,-8,-1,-8,-6,-7,8,11,-8,-4,-2,-3,-2,20,2,5,-14,3,-7,-13,36,-16,10,-18,10,-19,-10,25,-18,22,4,5,-20,14,17,-22,-5,12,1,-20,8,11,-11,0,13,6,-11,2,11,-11,2,-8,22,-29,25,8,-2,3,-1,-2,2,-7,36,-17,-20,-9,17,-4,2,9,-11,-8,-70
4,4,71,Germany,EURPOE,10.392000000000001,51.11,DEU,1,61,23,40,-4,10,15,6,1,-1,-4,-7,1,20,-5,8,-5,-21,5,0,-1,6,7,-15,2,-7,-13,3,1,0,-6,-17,-12,-5,-28,-2,-2,-15,-22,27,-24,19,-6,-9,-1,5,14,-8,7,-11,-16,-4,9,14,-9,20,-14,-11,36,-38,-20,10,35,-38,1,29,-7,-8,7,-3,9,-27,8,4,-23,29,-3,4,-14,4,-5,21,17,-6,3,-13,-24,-4,12,-12,20,8,24,-8,-15,14,-14,18,-30,0,15,2,12,-20,6,-4,16,-10,-22,34,-10,-2,24,-6,-20,7,-31,31,-39
5,5,47260,Virginia Beach-Norfolk-Newport News, VA-NC,-76.45,36.84,USA,1,72,36,20,1,-32,25,-1,22,5,7,-19,-46,30,17,32,5,-14,-13,-44,13,28,14,28,-8,-5,-14,-10,14,-5,-8,24,-11,-7,-20,-11,-23,16,-11,2,-27,15,-15,-2,-11,43,-56,10,25,-50,37,-64,56,-13,-3,-40,40,13,-34,0,20,3,3,24,-42,11,20,-44,13,22,6,-24,-12,34,3,-3,-34,24,-7,44,-37,0,22,-22,-3,36,20,-25,-8,5,-2,-12,65,-44,-2,-8,-41,46,23,-2,34,-9,-26,-22,15,15,-15,17,-19,39,-21,-22,7,51,-2,-15,0,-26,-68
6,6,19100,Dallas-Fort Worth-Arlington, TX,-97.03,32.82,USA,1,89,22,22,-16,-5,6,33,15,-7,-1,-4,-14,8,26,17,-3,-14,-26,-8,8,22,17,-10,-9,0,11,4,0,13,-14,10,-18,-17,-6,-3,-8,-16,-6,-17,0,-16,5,-9,-9,2,-1,0,-18,19,-13,-19,-5,22,-16,6,15,-15,3,-13,7,-11,11,3,2,2,2,-2,-7,8,-10,15,-3,10,-18,4,2,24,7,-28,17,-8,-1,-13,25,25,-6,13,-13,-21,-12,17,14,-14,4,9,-22,9,18,12,0,-2,9,-17,-9,17,19,-7,-7,-3,-21,-4,20,4,-9,17,-13,-4,-49
7,7,65,France,EURPOE,2.55,46.565,FRA,1,70,26,8,18,-4,14,4,27,-1,-12,0,6,-16,22,33,-33,-7,-3,-15,3,6,-1,14,-4,-18,10,-16,7,-1,-11,-3,-8,-28,-10,-13,2,-22,14,-10,2,-2,1,0,-1,1,-17,6,14,-9,-12,4,-2,6,0,9,-12,-36,52,-8,-14,9,4,-12,-3,-10,5,4,0,18,-21,0,-5,7,6,6,6,-10,-15,5,15,-12,5,9,-15,8,4,-10,4,8,-1,-14,14,0,7,-21,21,-5,-5,-20,25,14,-29,-21,34,-3,-9,-7,12,0,17,-24,27,22,-36,-12,17,-13,-37
8,8,57,Austria,EURPOE,14.14,47.593,AUT,1,127,26,-9,12,4,-15,22,20,21,-16,-25,34,-8,4,5,-10,-15,-23,23,-7,13,13,2,-47,14,-5,-10,6,-29,-76,16,-12,-42,33,-27,17,-17,11,10,9,-25,11,-23,-14,-8,40,-11,43,-63,-8,15,13,-13,13,-37,81,-53,12,-51,88,-66,37,19,-35,17,10,-10,0,0,0,-71,20,24,-33,-22,72,52,-23,-14,14,-19,19,-35,-13,19,-12,28,14,-19,-37,42,-22,11,-5,25,-58,40,-32,32,-18,23,10,-40,40,-40,40,-15,-11,11,-18,28,4,-27,47,-41,25,-20,-48
9,9,29200,Lafayette-West Lafayette, IN,-86.93,40.51,USA,1,40,12,0,0,38,-38,21,60,-16,-58,36,-21,64,-27,-43,26,23,-31,0,-18,33,35,-54,-4,-20,-40,62,4,-40,17,0,-11,-19,48,-24,-11,27,-40,-15,0,0,22,-14,-36,10,-22,31,16,0,-60,-15,40,0,10,26,14,-85,40,0,28,-40,31,-58,50,-50,80,-15,0,-28,10,-35,25,66,-112,66,0,0,33,-33,33,-80,58,-93,66,22,-10,10,9,-9,0,0,51,-61,-25,44,-58,95,-34,22,18,-40,0,-28,36,-36,20,0,16,51,-44,-24,-20,43,-7,0,0,-60,-33
10,10,12420,Austin-Round Rock, TX,-97.65,30.26,USA,1,105,29,17,4,-9,1,9,21,4,16,-17,-14,-8,0,37,-13,15,-2,-26,-15,29,16,0,-3,-1,-11,4,-1,4,-21,-12,-10,-6,-5,-3,-4,-7,1,-31,11,-4,-21,25,-20,-1,-5,9,-16,-10,9,-12,9,-17,-11,28,-11,9,0,-4,-4,-4,12,-27,36,-14,6,-23,23,-2,9,16,-29,19,-9,1,13,-32,19,-5,40,-32,22,-26,31,-10,19,15,-25,12,-36,14,25,3,-18,5,-21,-3,38,6,20,-7,-22,0,-11,14,16,7,-13,-31,3,-9,4,29,-6,-12,-2,28,-94
11,11,41620,Salt Lake City, UT,-113.01,40.47,USA,1,36,4,16,37,-20,14,3,2,2,-12,31,-14,8,-16,5,-2,15,-7,0,-14,6,13,-15,-1,16,-8,19,-18,-7,-30,40,-18,25,-66,14,-33,3,16,6,-16,-3,-17,0,9,-10,0,3,3,0,-15,9,-1,-10,-2,2,0,0,-29,42,-22,20,5,1,-40,16,-9,19,3,-3,-8,-4,8,22,-28,4,15,15,-20,0,-18,39,-15,-13,13,5,-9,1,13,0,0,-23,26,-41,40,-15,3,14,7,-41,12,10,24,-5,-13,9,1,15,-12,4,7,-1,-10,-27,1,5,10,-15,-76
12,12,21,Brazil,SOUTH AMERICA,-53.089,-10.772,BRA,1,98,30,-3,15,5,2,9,7,1,-11,1,3,5,-10,3,11,0,-27,36,-7,4,-4,-8,18,-5,-7,3,0,5,-14,-4,3,-5,-14,3,7,-41,-1,5,-4,8,-5,-13,10,-19,5,-10,18,1,-14,0,0,0,0,30,-12,-33,21,-8,2,0,20,-16,13,-19,5,0,-13,34,-9,5,-12,-20,13,0,26,-32,12,9,-16,-2,4,9,5,-17,74,-65,-20,11,16,-6,-20,15,-6,-7,5,27,17,-53,12,28,-30,24,3,-9,7,-14,-14,9,-2,16,1,-23,6,6,-13,26,-55
13,13,151,Nigeria,AFRICA,8.105,9.594,NGA,1,155,0,-13,83,-19,0,-43,83,-4,-27,22,-35,13,27,-4,26,-26,0,9,-25,-19,48,-14,14,-19,31,-21,-40,69,-52,52,-52,21,-10,23,8,14,-10,-3,-16,-20,24,-24,-48,58,-28,37,-31,0,-37,62,-47,14,-50,71,-30,6,0,37,-31,-6,33,-33,37,-20,5,-30,-24,42,-19,19,-42,37,17,-17,57,-32,-21,-6,40,-46,12,11,-5,-25,35,14,-42,-14,14,0,0,12,25,-14,19,-42,-14,14,28,9,-25,-34,28,22,0,9,0,4,-35,-13,48,-48,-33,40,23,5,-50
14,14,22060,Faribault-Northfield, MN,-93.3,44.35,USA,1,-40,100,-18,18,-66,-40,120,0,-46,0,33,13,-13,-33,33,0,0,60,-60,-15,-40,85,9,-166,142,-66,28,85,-35,13,-46,-22,40,-40,22,18,0,-66,28,-200,200,80,-111,0,111,-200,200,0,40,-66,-100,120,0,0,22,-133,66,66,-28,-200,200,66,-100,0,66,0,-120,100,28,-28,-40,0,40,0,-200,200,85,18,0,15,-54,0,22,-22,22,-50,-100,120,-28,0,0,66,-40,-66,100,-18,-85,40,0,66,-100,-66,120,40,-18,18,28,-46,18,-66,66,15,-33,0,46,-66,-66,-66
15,15,88,Japan,ASIA,137.974,37.54,JPN,1,124,22,19,-9,8,14,22,-10,14,7,-16,-8,7,-2,9,-14,-3,-7,-10,12,1,-1,-5,-15,10,11,-10,-36,27,7,-23,7,19,7,4,-17,-3,-14,0,-9,28,-25,-2,-4,-26,8,-11,24,-27,24,-30,21,-4,-25,39,-21,-11,5,0,-7,0,11,0,-21,25,-33,13,6,15,-38,1,-3,24,-9,-8,20,-12,-10,-3,36,-25,-15,38,-44,0,43,-5,4,-33,11,13,-4,1,-23,-13,45,-27,-4,13,5,-16,24,-16,3,5,-10,7,-7,-5,-8,26,-20,7,18,-11,-11,9,-66
16,16,41180,St. Louis, MO-IL,-90.35,38.74,USA,1,98,-17,43,2,-8,18,5,34,-18,-35,-14,18,-9,19,26,-19,-5,-14,-4,21,37,0,-23,-11,-22,35,-18,12,0,-13,9,-36,7,-12,12,-10,-8,-9,-8,-18,11,-13,-2,17,-9,-19,-13,10,-42,32,0,10,4,-21,25,-47,31,-2,-11,-37,53,-30,44,-28,-23,3,-11,15,13,3,-16,10,14,-2,0,-37,25,34,-20,10,-22,14,0,-8,21,17,-17,0,-24,11,-2,0,5,2,2,11,-16,43,-5,-15,-8,6,-26,13,2,11,-2,-6,24,0,-7,9,0,0,-5,-16,-2,-51
17,17,35620,New York-Newark-Jersey City, NY-NJ-PA,-74.09,40.92,USA,1,79,22,24,10,-1,8,4,7,-6,13,-5,-3,-4,9,14,-15,11,-2,-10,14,0,2,4,0,-16,-1,7,-14,-7,-5,5,-5,-28,-6,0,-15,0,-11,-7,-2,1,-10,0,0,-3,-3,4,7,-17,3,-13,5,9,-11,14,-10,-4,4,-7,25,-27,17,-4,-13,1,10,-12,13,6,-16,-2,-3,9,5,-2,10,-7,-4,10,12,-12,-19,11,7,7,8,-10,-10,2,8,-3,7,-8,10,-11,9,4,-5,-15,17,14,-3,-16,14,0,3,-3,16,6,-26,3,5,-10,-1,11,-7,4,-69
18,18,31740,Manhattan, KS,-96.51,39.34,USA,1,66,0,80,0,-33,-66,100,-6,-7,-16,-20,90,-100,66,47,-60,25,-40,-52,25,0,71,-17,-66,0,60,-6,0,-24,0,66,-20,-48,8,-8,-58,66,-28,-76,0,22,-85,40,0,66,-66,28,40,-40,-28,50,-85,-66,120,-28,0,-100,133,33,-33,-22,22,-22,66,-28,-40,-66,40,-100,0,155,-28,40,-25,-33,0,-85,120,-28,-66,50,66,-35,0,25,0,-25,25,0,-76,66,22,-50,-18,0,46,-66,40,28,47,-26,-133,120,-28,28,-46,0,-50,133,-22,-82,33,25,-25,13,-13,13,-90
19,19,128,Belgium,EURPOE,4.664,50.643,BEL,1,77,30,18,2,-7,14,6,-9,-17,8,3,-21,21,28,-9,8,11,-3,5,-8,-2,-7,0,-9,-2,-10,6,6,-19,-18,16,-46,-22,-10,1,-3,3,-63,44,-22,18,-30,32,-12,-17,33,-22,-5,25,-22,-2,16,-25,14,-14,20,-41,27,0,0,8,10,-13,-9,14,15,-4,100,-42,-85,14,-14,-13,3,0,3,-14,23,-9,20,-20,6,-9,9,29,4,-27,-26,34,-5,18,-40,13,29,-32,9,23,-35,57,-34,-23,18,-5,5,10,-28,20,-2,50,-33,13,0,-30,43,-11,-50,51,-51
20,20,33,Chile,SOUTH AMERICA,-71.38,-37.868,CHL,1,100,17,34,7,-40,50,-27,31,19,12,-22,24,-13,10,0,-18,-2,-7,-3,24,-20,19,10,-25,16,-9,11,-23,21,-23,0,3,-21,18,-6,-26,-11,-17,-10,25,-6,4,-28,10,-28,31,4,-4,-7,2,5,-52,50,-2,26,-8,-50,40,-12,10,-13,30,-17,2,9,-48,25,32,-15,0,-15,-17,9,23,-29,14,12,-21,-6,14,5,-8,28,-28,0,45,-47,-15,33,2,11,-40,-9,15,5,15,26,-55,-10,-7,20,11,8,-13,0,2,8,0,-5,24,-6,-23,-23,16,6,-9,17,-96
21,21,85,Italy,EURPOE,12.072000000000001,42.791000000000004,ITA,1,115,20,30,-9,19,-2,8,13,14,-12,-21,-11,-1,2,-5,6,-18,6,-10,9,-5,2,10,-11,-11,3,3,-19,8,-33,-2,-11,20,25,-11,-11,4,-34,23,10,17,-20,16,-12,-15,8,6,27,-17,-23,17,-4,4,-16,13,0,3,10,-18,-14,13,-5,2,-9,6,-3,18,-11,16,-15,-2,-7,9,-1,2,10,21,-39,-1,7,-8,-13,22,8,-20,29,-19,5,-6,-14,7,7,0,2,2,-16,12,-22,13,0,7,-12,7,-2,-10,3,9,-19,10,0,-1,-1,12,-12,24,-21,3,-53
22,22,119,Mexico,NORTH AMERICA,-102.535,23.951,MEX,1,109,22,12,-1,6,6,24,9,-11,7,-3,-5,9,3,16,-4,-7,-11,-4,16,-3,20,-1,0,0,-8,17,-5,17,-20,-9,-2,-20,-9,-11,0,-10,-24,-11,0,6,-23,0,1,-12,23,-20,13,9,-9,-13,10,2,-6,7,-6,-26,6,10,0,0,7,14,-10,-4,5,-18,35,1,-15,-17,-1,8,-7,5,20,-10,-7,7,-30,65,-27,-4,10,-10,12,-19,-1,-12,20,0,2,-24,4,11,-20,31,-5,0,0,-24,32,-18,9,-20,29,-34,12,6,-8,5,3,24,-29,7,-2,8,-61
23,23,46060,Tucson, AZ,-111.79,32.1,USA,1,87,46,-11,-27,41,21,0,-29,54,-17,11,-3,-13,22,0,11,-27,-6,-2,0,17,23,16,-19,-7,-24,29,-12,-8,8,-7,22,-22,-36,12,-20,10,-16,0,-12,-18,-23,10,28,3,-46,28,-52,30,19,8,-22,-58,62,-71,75,-51,20,72,-77,42,16,-63,25,-11,17,44,-55,5,5,-11,-42,42,30,0,0,12,-97,90,-8,0,4,0,-35,40,-34,5,40,-3,-81,53,5,29,-3,-47,35,0,-30,69,-9,-16,13,-17,23,-6,-13,0,41,-34,-52,21,21,7,6,-10,-51,22,4
24,24,-9999,,,,,,1,50,-1,42,0,-18,21,9,-19,5,11,-4,24,-4,9,-23,-5,12,1,-3,1,-8,15,-17,26,-6,-2,-13,8,-23,1,19,-18,-6,-21,4,-18,-9,-9,-26,18,-7,2,-7,-6,14,-19,20,-9,11,-26,22,-9,-17,20,11,-13,-18,12,11,-12,12,0,21,-44,31,6,-29,21,-36,42,-24,-6,16,8,4,-9,8,-5,-24,41,-27,19,-18,19,-27,28,-7,-7,11,-4,0,-9,-1,7,10,6,-8,-12,25,-16,22,-36,28,-10,12,-10,3,15,-15,-13,1,7,1,12,-3,13,-39,-54
25,25,186,Spain,EURPOE,-3.6489999999999996,40.227,ESP,1,77,44,16,16,1,17,4,-6,17,-6,10,4,-1,-7,12,3,-9,-7,-9,4,2,4,20,-15,-7,-4,7,-9,11,-16,-33,-11,-18,-1,-1,-15,-2,-7,-5,10,-1,-14,2,14,-20,12,8,3,-10,-3,-7,12,3,-16,22,-2,-32,14,0,3,0,5,-9,-10,14,11,-10,5,16,-14,-11,19,-26,11,-6,-4,15,3,-8,24,-26,4,9,-23,10,7,-4,-7,0,12,-21,19,12,-11,-6,-4,8,-18,9,3,3,-17,7,0,1,-8,16,-11,-15,-6,35,-37,18,5,-3,-24,33,-50
26,26,47900,Washington-Arlington-Alexandria, DC-VA-MD-WV,-77.47,38.83,USA,1,53,1,27,25,-15,10,-6,7,5,6,-2,2,-4,5,18,-8,1,-6,1,-4,8,13,-5,0,-9,-13,3,-3,-12,4,-1,-17,-13,4,-5,-17,-16,5,-4,-10,1,-2,-4,-8,11,-6,-13,-15,14,0,-8,-6,3,2,-6,-10,11,-1,0,5,-7,-2,8,-12,19,-18,3,3,-5,12,4,-14,10,4,-5,-5,11,15,-25,3,-3,-1,-7,20,15,-1,-11,-3,-9,19,-11,27,-27,11,-9,1,0,23,2,2,34,-35,0,-3,5,13,-3,20,5,-18,-18,31,-12,9,-10,-14,-7,-71
27,27,12580,Baltimore-Columbia-Towson, MD,-76.58,39.34,USA,1,64,3,13,6,-13,6,-8,17,6,-4,-14,-2,11,4,3,4,10,-20,-8,13,3,11,0,-18,-7,4,11,-12,8,-23,5,-12,-17,-11,21,-2,-26,4,-20,13,-11,4,-7,-12,15,-2,-24,-12,23,-8,-1,-20,24,-12,4,4,-21,18,-8,14,0,-17,5,14,-19,22,-29,25,-15,13,-10,0,-4,6,6,5,8,2,-25,14,-12,17,-2,-5,12,3,-2,-11,18,-7,7,2,-2,-3,-9,-2,11,9,7,-9,14,-7,-3,-5,17,-3,8,8,-3,-11,-1,-3,13,3,4,-29,12,-74
28,28,34980,Nashville-Davidson--Murfreesboro--Franklin, TN,-86.72,36.09,USA,1,102,4,21,17,-2,-8,17,-3,10,2,-7,8,8,3,26,-3,-7,26,-43,6,0,5,5,20,-20,2,4,-36,12,-8,0,-8,-50,20,-2,-9,-23,-12,17,-28,4,5,-21,20,2,-22,-23,23,-39,39,-1,-13,7,8,-1,-29,15,-4,11,-7,-6,19,-35,14,2,15,-29,29,-5,9,-28,17,-8,-6,16,-3,19,-15,3,10,0,-8,29,-20,6,3,15,0,-23,24,-15,30,-11,-9,-1,-7,16,-20,23,9,-1,-5,9,2,-11,16,1,-4,4,-22,-5,22,3,-2,3,-11,-7,-71
29,29,24860,Greenville-Anderson-Mauldin, SC,-82.41,34.68,USA,1,71,26,-13,15,-21,34,-11,37,-53,25,-10,-9,30,9,21,-32,-9,-3,36,-14,8,-6,26,-41,-4,-11,27,-9,-4,-30,12,9,-34,13,-6,-7,-48,36,-11,24,-52,11,43,-40,0,42,-68,25,-16,0,0,-14,43,-21,3,3,-11,0,45,-76,45,-16,0,26,-14,-8,-4,4,-4,16,3,6,-26,23,9,-24,-32,43,-24,-4,57,-23,12,16,-10,-11,11,-2,20,6,-14,14,-4,-25,-3,0,-3,-3,27,-7,14,-12,-29,21,17,2,-31,42,-27,2,-14,-23,63,-35,29,2,-28,-106
30,30,42140,Santa Fe, NM,-105.98,35.51,USA,1,9,0,37,0,-56,36,32,-5,-51,33,-15,8,0,7,-15,-18,26,0,37,-23,-30,77,-38,21,-15,15,-21,-6,-20,14,18,-88,78,-13,-66,-15,40,61,-123,120,-90,50,-22,-46,33,-15,-66,90,-66,0,54,25,0,-40,-18,33,25,-76,0,-28,90,-46,46,-66,66,-66,76,-127,66,22,75,-75,-22,40,-18,-200,200,-66,28,54,35,-35,-15,15,-15,50,-66,46,-46,-22,40,58,0,-20,-76,66,-13,-33,57,0,10,-22,40,-66,0,15,13,47,-60,60,-36,43,-33,-35,-54,40,80,-150
31,31,10740,Albuquerque, NM,-106.47,35.12,USA,1,93,4,-4,12,18,-44,61,-48,40,-27,21,-10,37,-5,-5,-24,34,-31,0,3,-6,49,-8,-12,-2,16,33,-17,-43,32,-54,-7,21,3,-16,-7,-8,-42,46,-18,-66,18,70,-70,34,-19,-24,48,-48,16,0,14,18,-25,0,40,-111,66,-28,28,45,-45,22,-14,-36,43,-24,-58,104,-62,-22,40,34,0,-26,-36,28,28,17,-11,-6,-66,66,17,10,-71,26,0,32,0,36,-47,6,-12,33,-27,17,-11,-6,6,55,-44,27,-38,11,0,19,16,-11,-18,-28,18,24,-9,0,-33,18,-18
32,32,12700,Barnstable Town, MA,-70.29,41.72,USA,1,76,0,10,-22,35,-24,24,4,4,-43,6,-12,33,35,-18,-17,9,-9,9,-35,40,45,14,-103,66,-24,8,-23,59,-45,-4,-4,18,15,-7,-47,31,4,-62,8,0,14,57,-70,26,-26,14,-6,-43,36,-36,50,-30,-9,51,-51,57,0,-88,44,-9,40,-22,28,-28,34,-34,-18,40,-22,40,-25,-15,8,-16,-31,60,57,-20,-37,6,-6,-22,22,12,21,-62,42,-34,45,23,-18,43,-95,0,66,-9,62,-5,30,-27,-79,47,-8,15,19,-34,-40,51,-29,18,-23,71,-22,-37,4,49,-130
33,33,26420,Houston-The Woodlands-Sugar Land, TX,-95.4,29.79,USA,1,113,18,12,0,-17,18,19,19,6,-2,-28,-8,15,9,33,-17,-11,-12,-12,0,25,26,-1,-9,-3,-1,4,10,-2,-4,21,-27,-35,-4,-7,8,-18,2,-13,-5,-6,-9,-2,2,-26,7,4,-17,3,4,-47,47,-11,-10,11,0,-1,2,-4,-4,-13,9,-9,21,6,-7,-3,-14,-2,25,-3,-7,5,-2,-7,-3,31,-2,5,3,-7,0,7,7,1,25,-5,-28,-5,8,0,9,9,-5,-13,-1,-8,31,16,-4,3,7,-25,4,5,23,-25,5,2,-13,-11,12,23,-3,2,-11,-27,-51
34,34,41700,San Antonio-New Braunfels, TX,-98.6,29.43,USA,1,94,5,34,-11,4,-10,7,33,9,-22,-12,10,8,-2,16,-9,11,-23,6,6,3,22,4,-20,-16,18,15,13,-10,-18,23,-20,-26,-14,-9,-10,-3,-6,-20,0,-9,9,-23,1,-11,-37,36,-28,11,21,-10,-28,8,19,-25,21,22,-39,28,-9,3,-1,0,-1,12,2,-28,10,8,1,9,-9,11,-11,1,-28,35,19,-7,-2,3,-13,14,11,11,1,-1,3,-20,12,-8,23,-24,43,-34,-8,13,-14,30,22,-17,10,-35,6,9,3,20,-26,10,-14,-15,21,9,6,-3,-22,-9,-41
35,35,31080,Los Angeles-Long Beach-Anaheim, CA,-118.15,34.22,USA,1,69,24,12,21,-3,-1,9,3,0,18,-19,-13,6,13,5,-4,12,-10,-7,-4,9,3,2,6,-15,2,0,-10,-7,-4,6,-15,-3,-15,-5,-13,-5,0,-5,-6,0,-11,-1,1,9,14,-22,-8,3,-8,-5,9,3,-7,-1,6,-9,-1,8,0,1,-3,7,-16,-1,18,3,-7,16,-18,3,1,10,-11,-1,12,8,-7,-8,29,-19,-5,-3,8,-4,27,-10,-6,-9,8,2,0,11,0,-2,-10,0,12,-8,10,12,1,-3,-2,-5,7,-1,3,-6,-19,-8,10,-8,6,20,-17,3,-65
36,36,38060,Phoenix-Mesa-Scottsdale, AZ,-112.07,33.19,USA,1,102,20,36,-11,13,-3,12,19,-3,-12,-10,-1,3,3,45,-28,4,-16,-7,22,22,1,-10,5,-18,0,36,-16,-17,-2,19,-16,-17,-7,-33,7,-18,-4,-4,0,-16,-8,-9,3,28,-39,12,-21,33,-18,-14,-4,28,-26,-19,6,11,8,1,-1,-14,20,-36,20,0,21,-10,-17,10,13,-15,-11,27,-7,1,7,-30,40,-9,11,-9,-6,2,17,5,-6,0,7,-46,51,1,-1,-6,11,-20,11,1,1,15,21,0,-1,-16,-12,11,23,-8,-37,8,-18,-19,27,5,-3,23,-9,0,-57
37,37,40140,Riverside-San Bernardino-Ontario, CA,-116.13,34.55,USA,1,74,12,12,-5,3,-3,8,12,10,-23,-3,-12,-3,27,19,-2,-10,-17,-2,-1,9,6,16,-22,6,-14,22,-4,7,-16,-5,-4,-7,-16,7,2,-18,-10,7,-22,2,6,-2,8,-12,-5,-9,17,-6,3,-9,2,-10,-6,9,8,5,-9,-7,-6,18,1,-9,8,-2,-8,-2,0,8,-8,22,-12,13,-15,1,8,-1,25,-8,-17,-15,18,-6,12,22,8,-10,-11,-23,11,17,3,12,-16,-2,-12,4,5,12,20,0,-15,-1,-9,7,17,-9,-12,-3,-16,-7,11,11,14,-12,-4,-4,-67
38,38,34900,Napa, CA,-122.33,38.51,USA,1,91,16,3,0,-23,32,-2,10,-5,-50,34,-21,14,29,-16,16,-26,-35,-10,27,11,37,-21,-6,-13,-11,50,-16,-9,-3,-26,-19,-30,30,-30,25,-5,-34,0,28,-6,28,-22,-37,30,-40,33,-24,-9,46,-28,22,6,-28,0,28,0,-28,-18,33,-15,8,0,14,-6,0,0,-43,36,-16,-58,66,0,54,-100,78,-20,37,-37,-60,83,-61,56,11,-25,13,31,-20,-25,-43,66,-11,11,-5,-72,76,10,-16,25,0,4,-30,41,-41,16,26,-53,6,17,-30,6,-22,58,-4,-10,14,-31,-56
