,Unnamed: 0,GEOID,geoName,geoRegion,geoLON,geoLAT,ISO3,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020
880,880,35020,Natchez, MS-LA,-91.53,31.46,USA,1,155,-46,-50,-40,85,-50,0,66,-40,-120,0,133,-22,-66,0,0,0,-200,200,0,66,-100,0,0,-66,66,111,-150,133,-85,66,66,-46,-85,-200,200,0,-100,0,100,-40,-66,66,-66,120,-200,200,120,-200,0,200,-200,200,-66,40,-100,100,0,28,-120,100,-40,-200,200,-200,200,-200,0,200,0,100,-200,200,-200,200,100,-100,100,-40,-66,-200,0,200,-200,200,22,-200,0,0,200,-66,0,120,0,0,0,-200,200,120,-66,100,-100,40,-100,0,150,-150,100,-40,0,40,-100,66,40,50,-50,-40,0
881,881,26700,Huron, SD,-98.28,44.41,USA,1,0,0,0,0,200,0,100,-100,-200,0,0,200,-100,0,-200,0,0,200,-200,200,-66,100,-200,200,-200,200,-200,0,200,-200,0,200,0,-200,200,0,0,0,-200,200,-200,200,-200,0,0,0,200,-200,0,0,0,200,-200,0,200,0,-200,200,0,0,-200,200,0,0,0,-200,0,0,200,-200,200,0,0,-200,0,200,66,0,-200,0,200,-66,-200,0,0,0,0,200,-200,0,0,0,200,0,-200,0,200,100,-200,200,-200,200,-200,0,0,0,0,0,0,200,66,-66,0,0,-200,0,0,200
882,882,38420,Platteville, WI,-90.71,42.87,USA,1,120,-200,0,200,-200,200,-22,40,-66,-100,66,40,0,50,-50,-40,0,40,66,-100,85,-22,-28,28,-120,0,66,0,85,-85,0,0,40,0,-100,-200,200,0,66,0,-200,200,-40,-66,-200,200,66,-200,0,200,-200,200,0,66,-200,0,200,0,-200,0,200,-200,0,0,0,200,66,-66,0,-200,200,0,-200,0,200,-100,-200,200,-200,200,-200,200,0,-200,0,0,0,200,-66,-200,200,0,0,-200,200,66,-200,200,40,-40,0,-200,0,200,0,0,66,-200,0,0,200,66,-200,200,-200,0,200,-200
883,883,42900,Seneca Falls, NY,-76.82,42.78,USA,1,0,-66,0,66,0,-28,50,-85,66,-120,66,40,-100,0,100,50,-133,120,-66,0,66,22,-22,-200,200,120,-120,155,-90,-40,0,66,-66,66,-66,0,-200,0,200,0,133,-85,0,-66,133,-50,-100,100,-40,0,-200,200,40,-100,66,40,-40,-66,100,-200,200,0,142,-142,-200,200,0,-200,200,66,-200,0,200,66,85,-133,0,66,40,-200,200,0,-66,0,100,-100,100,0,-200,200,0,0,40,0,-200,200,100,-200,200,-66,40,-40,85,-200,200,120,-66,-66,120,-120,120,-120,100,-200,200,-40,0,-200
884,884,30820,Lock Haven, PA,-77.64,41.23,USA,1,200,66,-66,66,-200,200,-200,200,0,0,-66,66,-66,-200,200,-85,-200,0,200,133,-200,0,200,-200,200,0,100,-40,-200,0,200,66,0,-200,0,0,0,0,200,0,-200,200,-200,0,0,0,0,200,0,-200,0,0,200,-200,0,0,0,200,-200,0,200,-200,200,-200,0,200,66,-200,200,66,-66,0,-200,200,0,-200,0,0,0,200,-200,0,200,66,-200,200,-200,200,0,66,0,0,0,-200,0,200,-200,200,-200,200,-66,-200,200,-200,200,66,-66,-200,200,66,-66,-200,200,-120,-200,0,200,0
885,885,40700,Roseburg, OR,-123.17,43.28,USA,1,100,90,-46,-50,-100,142,-66,50,46,0,-46,-50,0,107,-107,28,40,0,0,-66,28,-66,85,33,-80,28,-66,85,0,-22,-28,-40,40,66,-40,-66,0,0,40,0,80,-111,40,28,-28,0,90,-46,33,-80,66,-142,133,-85,40,28,0,-66,40,-40,66,-28,-100,142,-18,-22,-28,-40,40,0,-40,66,-28,0,100,-160,120,22,-133,120,-66,85,-22,-66,66,76,-100,28,-66,120,-120,0,40,0,28,40,40,-40,-200,200,-66,0,28,22,-50,80,-80,0,80,-80,66,-66,0,28,0,54,-80,-100
886,886,39940,Rexburg, ID,-111.52,44.14,USA,1,66,-66,66,0,-66,0,100,-40,-200,200,-85,40,-40,-200,0,200,0,0,66,120,-90,-40,66,-28,0,-200,200,-66,66,-200,200,66,-200,200,-200,200,0,0,0,0,66,-66,-200,0,0,0,200,-200,200,-200,200,-66,66,66,-66,-66,0,100,-40,-200,200,0,-66,0,66,0,-66,0,66,-200,200,66,40,-200,200,-200,0,0,200,0,100,0,-100,66,-66,0,-200,200,0,-66,0,-200,0,200,0,-66,-200,200,100,0,-200,0,0,200,-66,100,-100,-200,200,0,0,100,-200,200,40,-200,200,-120
887,887,13940,Blackfoot, ID,-112.4,43.22,USA,1,0,66,0,66,-200,200,-100,120,-28,-200,200,-120,100,-40,-200,200,40,28,22,-22,-200,200,-66,-200,200,0,-40,0,66,0,-66,66,0,-120,100,-200,200,66,-66,66,-66,-200,200,-66,66,0,-200,200,66,-200,200,-200,0,200,-200,200,0,-200,200,-40,-200,0,200,0,-200,200,0,-200,0,200,0,40,0,-100,66,0,-66,120,-28,-100,-200,200,-66,0,0,66,-66,100,-40,-200,200,0,-200,200,-200,200,-66,66,40,-100,100,-40,0,-200,200,-200,200,0,-200,0,200,120,-28,-100,0,0,-200,200
888,888,47540,Wapakoneta, OH,-84.22,40.56,USA,1,200,40,66,-40,-28,0,-100,133,-50,28,-28,50,0,-133,0,100,50,-22,-66,100,0,-66,0,0,-40,0,111,-54,66,-66,-28,28,-66,0,40,28,22,-85,-66,142,-200,200,0,-28,-40,111,-15,-66,-40,40,-40,0,40,28,22,0,-50,28,-120,66,-66,100,-100,0,66,85,-85,40,-200,200,120,-120,120,-66,0,66,-28,28,22,-50,-40,40,28,-120,142,-18,-22,0,0,-66,66,40,-100,40,-40,120,-46,-50,66,-18,0,-85,85,-22,-66,0,-200,200,0,-28,28,-66,0,100,-40,-28,66,-142
889,889,47620,Warren, PA,-79.27,41.81,USA,1,200,66,0,-66,0,-200,0,200,-66,-200,200,-66,100,-100,0,100,-200,200,0,0,66,-200,200,-200,0,0,200,-66,66,40,-100,-200,200,-200,200,-66,0,0,0,-200,0,200,100,-40,-66,-200,0,0,0,200,-200,0,0,0,0,200,0,-200,0,200,-200,0,0,200,0,-200,200,-200,0,200,0,0,-200,200,-200,0,0,0,200,-200,0,200,-100,0,-200,200,-200,200,0,66,-200,0,0,0,0,200,-100,-200,0,200,-200,0,0,0,0,0,0,0,0,200,-200,0,200,-200,200,-200,0,0
890,890,26500,Huntingdon, PA,-77.98,40.42,USA,1,0,200,-200,200,-40,-200,200,-66,-200,200,0,-200,200,-22,-120,0,66,0,-200,0,0,200,66,66,-28,-200,200,120,-28,-40,-200,200,66,-66,0,100,0,-100,-200,200,-66,-66,-200,200,0,66,-200,200,-200,0,200,0,-200,200,-100,-200,200,-66,-200,0,200,-200,200,-200,0,200,-200,0,200,-200,0,0,0,0,0,0,200,-66,-200,0,0,200,-200,200,-200,200,-200,200,-200,200,-200,0,0,200,-200,200,-200,0,200,100,-40,-200,200,0,66,-66,0,0,-200,0,0,0,0,200,66,-66,-200,0
891,891,13060,Bay City, TX,-95.98,28.86,USA,1,200,66,0,-200,0,0,200,0,-100,100,-200,200,-40,0,66,-66,-200,200,-66,-66,0,100,-100,66,66,-120,133,-200,200,50,-22,-28,28,-66,40,-100,66,85,0,-85,-66,0,0,-200,200,0,-66,66,0,-66,-200,200,142,-142,0,0,-200,200,0,40,-200,200,66,66,-200,200,28,-66,-66,0,66,40,-200,200,0,142,-18,-200,200,-66,0,100,-40,-66,0,66,-66,100,-200,200,-200,200,-40,40,-200,0,200,0,0,0,0,0,-66,0,100,-100,66,0,-66,-200,200,-200,200,85,-85,0,-66,0
892,892,13500,Bennettsville, SC,-79.68,34.6,USA,1,200,-200,200,-66,-200,0,0,200,-200,0,200,0,0,-200,200,-40,0,-200,200,0,-200,200,0,-200,200,0,0,66,0,-200,200,-66,100,-200,200,0,-200,200,-66,-200,200,-200,200,-200,0,200,-200,0,0,200,66,-66,-200,200,-200,200,-200,0,200,-200,200,-200,200,0,0,-200,0,200,-66,-200,200,-200,0,0,0,0,0,0,200,66,-66,66,-66,120,-120,-200,0,200,-200,200,0,-200,200,0,0,-66,66,-200,200,0,-200,200,0,-66,-200,200,-200,200,-66,100,-200,0,200,0,0,66,-66,0
893,893,46740,Valley, AL,-85.39,32.91,USA,1,66,-200,200,0,-50,0,0,90,-66,-66,66,66,-120,120,-66,0,-28,50,-22,-66,100,-200,200,100,-40,40,0,0,-40,40,-66,-40,85,-85,-66,-200,0,200,40,-100,66,0,40,-100,100,0,-40,-200,0,200,0,-200,200,-100,66,0,-66,100,-40,-66,0,0,120,-200,0,0,200,-40,40,0,-100,-200,200,0,100,-100,66,0,-66,100,-100,66,-66,66,-66,-200,200,100,-100,66,0,0,-200,200,100,-200,200,-200,200,0,120,-66,0,-66,66,0,-66,0,66,66,-120,0,-200,200,-100,0,100,-200
894,894,13420,Bemidji, MN,-94.94,47.97,USA,1,200,66,40,0,28,-200,200,0,133,-85,0,0,111,-80,0,50,-133,0,-200,200,-200,200,-66,-66,133,-200,200,-200,200,0,0,-200,200,66,0,-200,200,-200,0,0,0,0,0,200,-200,200,-200,200,0,0,-200,0,0,200,-200,0,0,200,66,-66,66,-200,200,0,-200,0,0,0,200,0,-200,200,-200,0,200,-66,0,0,66,-200,0,0,200,-40,-66,0,-200,0,200,-66,-200,200,0,66,-200,0,200,-200,200,-66,-66,-200,200,-200,200,-40,-66,-200,200,66,-200,200,-200,200,-66,0,0,66
895,895,38100,Picayune, MS,-89.59,30.77,USA,1,66,-200,200,-66,-200,0,200,-200,200,-66,-66,120,-66,-66,66,-66,66,0,-200,200,0,0,-200,0,200,-200,200,66,0,-66,66,0,0,0,-200,200,-200,0,200,-66,66,-200,0,0,0,0,0,0,200,0,-200,0,0,200,-66,0,-200,200,-200,200,-200,0,0,200,-200,200,-200,200,-200,0,0,200,0,0,-200,200,0,0,0,-66,-200,0,200,-200,200,-66,-200,200,-200,0,200,-200,200,-66,0,66,-200,200,0,0,0,0,66,-66,66,-200,0,200,0,100,50,-85,66,-120,-200,200,40,-200
896,896,19500,Decatur, IL,-88.96,39.86,USA,1,120,-90,114,-58,28,-46,46,-28,28,11,20,-58,15,-33,66,-35,44,-20,-25,13,0,31,-31,-66,0,22,88,-73,15,25,-11,-13,-33,46,22,-107,28,-66,-66,133,-22,-66,120,-28,-66,0,28,40,28,-90,0,50,0,-50,-40,-66,142,0,-66,50,57,-40,-66,50,-50,0,50,-50,0,80,-150,100,66,-142,133,-50,0,0,-40,-66,120,-66,40,-40,40,50,-200,200,28,-28,-40,100,-142,142,-66,0,50,-50,0,28,0,76,-57,-50,28,-66,66,66,-28,0,-66,50,18,-18,-22,-28,50,-200
897,897,17540,Clinton, IA,-90.53,41.9,USA,1,100,28,-200,200,-66,40,-100,133,0,-85,85,-85,0,0,85,-133,120,0,0,-120,100,50,-200,200,66,40,0,50,-85,40,0,-40,40,-100,120,-66,40,-100,66,85,-133,66,0,-66,120,-120,0,-200,200,66,-66,66,40,-200,200,0,-200,200,-28,-200,200,-200,200,100,-40,-66,66,-200,200,-66,100,-40,-66,-200,200,-66,120,-120,66,-200,200,0,-200,200,133,-50,-100,-200,200,0,0,66,66,-28,-100,120,-66,-66,66,0,-66,133,-133,0,120,22,-50,-40,-66,-200,200,-100,120,-200,0,200,0,-200
898,898,40740,Roswell, NM,-104.47,33.36,USA,1,100,-40,-28,28,66,-90,-100,0,66,100,-100,-66,142,-100,85,18,-18,-22,-120,100,0,100,-76,40,0,50,-107,90,-28,-66,0,66,-18,0,-85,40,0,-40,0,-66,66,-66,0,100,-40,-66,100,28,-66,100,-66,0,-40,40,-40,40,-100,66,0,-66,100,50,-200,200,0,-200,200,100,50,-133,120,-28,-40,0,0,-66,100,-40,40,-40,0,66,0,-66,66,-120,120,-200,200,66,-66,0,66,-66,40,-100,-200,200,22,-85,40,0,-40,0,0,0,0,66,54,-54,-28,0,-100,66,0,85,-85,0
899,899,30900,Logansport, IN,-86.35,40.76,USA,1,200,0,-66,66,0,0,-66,150,-111,0,-66,0,100,-40,85,-22,-120,100,-40,-66,120,0,0,-28,-200,200,-120,120,-28,0,28,-28,-40,85,-85,0,40,-100,66,0,40,-100,100,-200,200,-40,0,-66,100,-100,66,0,-66,66,40,0,-200,200,-200,200,-66,0,66,0,-200,0,200,-66,0,0,66,0,0,-200,200,40,-40,-66,0,66,-200,0,0,200,-40,-66,100,-40,0,-66,66,0,0,-66,0,-200,200,-200,200,0,66,-66,0,-200,200,66,-66,40,0,-200,0,0,200,0,66,0,-200,200
900,900,35900,North Wilkesboro, NC,-81.16,36.21,USA,1,-66,0,0,100,-100,0,120,-120,66,-66,133,-200,200,0,66,85,-133,66,0,0,85,0,33,-150,66,-200,200,-200,0,200,-66,66,-120,100,-200,200,-66,120,-200,0,0,200,0,0,66,-200,200,-66,66,-66,-200,200,100,-100,0,-200,200,-66,66,40,0,-200,200,142,-142,100,-40,-200,200,-66,0,40,-100,0,0,66,40,28,-120,120,-66,-66,100,50,18,-200,200,0,100,0,-200,200,-66,66,40,50,-133,-200,0,200,142,-100,0,66,-28,28,-66,40,-100,66,-66,0,100,0,-40,-66,66,-200
901,901,23940,Gillette, WY,-105.55,44.25,USA,1,0,200,-200,200,0,-100,0,100,-40,0,40,0,-100,100,50,-50,-40,40,-100,100,0,-40,66,-28,-200,0,200,133,-133,66,40,0,-40,66,-120,0,-200,200,-40,40,-100,66,-200,200,0,100,0,-100,100,-100,-200,200,66,-200,200,0,66,0,-66,-200,200,-66,0,0,0,0,0,66,-66,-200,0,200,-200,200,-200,200,100,-40,-200,200,-200,200,-100,66,0,-66,66,0,-200,200,-200,200,-200,200,-200,0,200,-66,0,100,-40,-66,0,-200,200,-200,200,0,-200,200,-200,200,0,-200,0,200,-66,0
902,902,49220,Wisconsin Rapids-Marshfield, WI,-90.04,44.46,USA,1,100,-100,66,-66,100,-200,200,100,-40,0,100,-100,0,0,85,-133,100,0,66,0,15,-150,100,66,-142,100,50,-50,-100,0,133,-50,-40,-66,100,-100,-200,200,-28,-100,66,-66,66,-200,200,-200,200,-40,-66,0,66,0,-66,0,0,100,-40,-66,0,0,0,-200,0,0,0,200,-200,200,0,66,40,-40,-66,0,66,0,-200,200,0,-40,0,-66,66,-66,0,-200,200,-66,66,-66,-66,0,0,66,-66,0,66,40,-100,-200,200,66,40,28,-66,66,-120,120,-66,0,0,-200,200,0,100,-100,66,-66
903,903,25740,Helena, MT,-112.3,46.81,USA,1,-200,200,0,-142,100,-40,-66,133,-133,0,133,-50,66,-40,54,-111,0,66,22,-22,22,46,-66,-200,200,28,-120,155,-13,-54,0,0,-66,66,-28,-40,40,-200,200,-100,66,40,-40,-200,200,0,0,-200,200,-66,66,-66,66,-66,66,-66,100,-40,40,-100,-200,200,0,40,50,-50,-200,200,0,0,-100,66,85,-200,200,66,40,0,-200,200,0,100,-40,0,-66,120,22,-133,66,-66,0,0,-200,200,28,-120,0,133,-85,-66,-200,200,-40,66,-200,200,-100,100,28,-66,85,-50,-100,120,22,-50,-100,0
904,904,27940,Juneau, AK,-134.18,58.45,USA,1,0,200,0,-200,0,200,-200,200,-200,0,200,0,-66,120,-200,0,200,0,-200,200,100,-200,200,-200,200,-66,0,-200,200,0,0,-200,0,200,-200,200,0,-200,200,66,0,-66,0,-200,0,200,-200,0,200,-66,-200,200,-200,0,200,-200,0,0,200,-200,0,200,-200,0,200,0,-200,200,-200,0,0,200,-200,200,-200,0,200,0,-200,0,0,200,-200,200,-200,200,0,-200,200,100,-200,0,200,-200,0,200,-200,0,0,0,0,200,-200,0,0,0,0,0,0,200,-200,0,0,200,-200,0,200,-200
905,905,17740,Coldwater, MI,-85.06,41.92,USA,1,200,-18,-133,-200,200,-200,0,200,-100,0,0,0,66,-66,0,0,100,-100,0,100,-40,-66,0,66,-66,0,100,50,-85,-66,0,-200,200,100,-200,200,66,-200,0,200,-200,0,200,-40,-66,-200,200,0,-200,0,0,200,-200,200,-66,0,66,-200,200,-66,-200,200,-66,0,0,-200,0,0,200,0,-200,0,0,0,200,0,-66,0,0,-200,200,0,120,-200,0,200,-66,0,-200,200,100,-100,-200,200,40,-40,0,0,-66,0,0,0,0,66,-66,66,-66,0,0,66,-66,100,-100,0,-200,200,0,0
906,906,11020,Altoona, PA,-78.35,40.48,USA,1,200,-33,-22,-120,120,-66,0,0,120,-120,40,0,50,-50,28,22,-85,40,-100,133,-22,22,0,-22,-66,66,-28,0,66,-100,-66,120,-120,66,-66,66,40,-200,200,-40,-66,66,66,-28,-100,66,66,-120,0,0,66,-66,66,0,0,0,0,40,0,-200,200,-200,200,-66,66,0,0,-66,100,0,0,-100,0,66,-66,0,100,28,-120,100,-40,0,40,0,0,-100,-200,200,0,-66,66,40,-200,200,-200,200,-66,120,-28,-200,200,28,-120,0,0,100,-200,200,66,0,-200,200,0,0,100,-100,66,-200
907,907,21540,Escanaba, MI,-86.92,45.92,USA,1,200,-200,200,0,-200,0,0,200,100,-100,-200,200,0,-200,200,-200,0,200,-200,200,-40,-66,66,0,0,-200,200,-50,28,-120,-200,0,200,-200,200,-200,200,0,-200,200,-66,-200,0,200,-200,200,66,-200,200,-200,0,0,200,-200,200,-200,0,0,200,0,-200,0,0,200,-200,200,-200,200,-200,200,0,66,-66,0,0,-200,200,0,0,0,100,-100,66,40,-200,200,-200,200,-100,0,0,66,-66,100,-100,100,-40,-66,0,-200,0,200,-200,0,200,-200,200,0,-200,200,-200,200,0,0,-200,0,200,-200
908,908,13340,Bellefontaine, OH,-83.77,40.39,USA,1,-66,142,-66,-40,66,22,-133,155,-66,0,-120,133,0,46,-66,22,33,-111,-200,200,50,-50,0,50,-133,100,-40,-66,100,-200,200,0,66,0,22,-200,200,-66,0,0,-200,200,0,66,-200,200,0,0,66,-66,66,40,0,-100,120,-120,0,100,-200,200,50,-85,-66,66,0,66,-120,100,-200,200,0,120,-120,66,-200,200,-66,0,-66,66,-66,0,66,40,28,-66,-66,100,0,-100,0,0,120,-66,-66,0,0,133,46,-66,0,-28,-100,100,-100,150,-15,-142,0,100,-40,66,22,-50,-40,40,-40,40
909,909,42380,Sayre, PA,-76.52,41.79,USA,1,200,-40,40,-40,-66,133,-50,28,0,22,-133,100,28,-66,0,0,-66,66,66,-200,200,-40,0,40,-200,200,133,0,-50,-40,-66,120,-66,-200,200,0,-66,0,0,66,-200,200,-200,200,-66,0,-200,200,-200,200,-120,0,0,66,-66,66,0,40,-100,0,120,-200,200,0,-200,200,66,-66,133,-85,40,28,-28,-100,66,40,-200,200,0,66,-200,200,-200,200,100,-40,0,0,40,0,28,-28,0,-200,0,200,0,0,100,28,-200,200,-200,200,100,-200,200,-200,200,0,-200,200,66,-200,200,0,142,-142
910,910,42620,Searcy, AR,-91.75,35.26,USA,1,120,-200,200,166,-58,15,13,-13,-54,22,-50,0,107,-107,100,-57,33,-15,0,40,-11,-66,0,0,22,0,-22,-28,-40,66,0,22,-22,-66,-66,150,-54,-120,100,0,50,-50,0,-100,0,66,66,-200,200,-66,-66,-200,200,-85,0,40,-100,150,-80,-40,0,-200,200,66,-66,100,28,-120,120,-66,40,-100,120,-120,142,-200,200,28,-28,50,0,-85,0,-66,133,18,-40,-66,-66,66,40,-200,200,100,-40,-66,150,-150,120,0,0,-28,28,-120,0,150,-111,0,100,-66,-200,200,-40,-66,-200,200,-28,-40
911,911,48460,West Plains, MO,-91.89,36.77,USA,1,200,-200,200,-200,0,0,0,200,-200,200,-66,-200,200,0,-200,0,200,66,66,-200,0,0,0,200,-200,0,0,200,0,-200,200,-200,0,200,-200,200,-200,200,-66,-200,0,200,66,-66,-200,200,-100,0,0,0,-200,200,-200,200,-200,200,-200,0,200,-66,0,66,-200,0,0,200,-200,0,0,0,0,0,200,0,-200,0,200,-66,-200,200,0,0,66,-200,0,0,200,-66,-200,0,200,-200,0,0,200,66,-66,0,66,66,-200,200,66,-200,200,0,-200,200,66,-66,-200,0,0,200,0,66,-200,0
912,912,19420,Dayton, TN,-84.92,35.61,USA,1,200,0,66,-200,200,-40,-200,200,-200,200,-200,200,-28,-100,0,0,0,-200,200,-50,0,-40,-66,66,-66,120,-200,200,66,66,-66,66,-66,0,-66,-200,200,-200,0,200,66,-200,200,40,-100,66,-66,66,-66,0,100,0,-200,200,0,0,0,100,-200,200,0,0,66,-66,-200,200,66,85,-133,0,66,85,-200,200,-200,200,142,-142,0,0,-200,200,-200,200,-66,-200,200,-66,-200,200,0,100,-100,66,-66,0,66,0,66,-66,40,-200,200,0,120,-66,0,-200,200,100,-100,-200,200,120,-120,66,-66,-200
913,913,15460,Burlington, IA-IL,-91.06,40.87,USA,1,200,66,66,0,-28,50,-133,120,40,-100,0,-66,0,133,-50,-40,40,-40,-66,120,-66,-66,100,50,-133,120,-120,150,-33,-85,111,-111,-66,100,-40,0,-66,-200,200,-200,200,100,-40,0,-66,100,-200,200,0,-66,0,100,-100,66,-66,0,0,120,-120,66,0,-66,-200,200,-200,200,-200,200,-100,0,66,0,-200,200,-66,66,-120,0,66,-66,100,-40,0,-66,66,40,-200,200,-66,85,-133,66,40,-100,0,0,66,-66,0,100,-100,0,0,100,-40,-66,120,-28,0,-40,0,-66,155,-155,120,-120,0,-200
914,914,19940,Dixon, IL,-89.3,41.75,USA,1,0,200,0,40,-100,0,66,0,-200,200,-200,200,0,0,120,-66,-200,200,-200,0,200,66,0,-66,0,66,0,-200,200,0,-66,-200,200,-200,200,0,-200,0,0,200,0,-200,200,0,-200,200,0,0,0,0,-200,0,200,-200,200,-200,200,66,-200,200,0,0,-200,0,0,0,0,0,0,200,-200,0,0,0,200,-200,0,200,0,-200,0,0,0,200,-200,0,0,0,200,-200,200,0,0,-200,0,0,0,0,0,200,0,-200,0,200,-200,0,200,0,-200,200,0,-200,0,0,200,-200,0,200
915,915,24380,Grants, NM,-108.0,34.91,USA,1,-200,200,-200,200,0,40,-40,66,-200,200,-100,0,66,-66,100,-200,200,0,66,40,-200,200,-200,200,0,0,0,0,-200,0,200,40,-200,200,-200,0,200,-200,0,200,-66,0,-200,200,66,-66,66,-200,200,0,66,-66,66,0,40,0,-100,0,0,66,0,-66,0,0,-200,200,40,-100,66,40,-200,0,200,-28,-100,0,0,66,-66,0,-200,0,0,200,0,0,-200,200,0,-200,200,-200,200,-200,200,-200,200,-66,-200,0,200,-66,-200,200,-66,0,-200,200,66,0,-200,0,0,0,200,-200,200,0
916,916,44580,Sterling, IL,-89.91,41.76,USA,1,100,0,-40,85,-85,-200,200,-100,0,0,0,66,-66,100,-100,100,0,0,0,-200,0,200,-66,66,54,-111,66,-66,0,40,0,-100,0,0,66,-66,66,-66,66,-200,200,-200,200,100,-100,0,66,-66,66,-200,200,28,-28,0,-200,200,0,-200,200,40,-200,200,0,-200,200,-200,200,0,0,0,0,0,66,0,0,-66,142,-100,40,-200,200,-66,0,0,100,0,-200,200,-66,-200,200,-100,120,-120,0,66,0,-200,200,0,40,-100,66,-66,66,-66,-200,200,-66,0,-66,-200,200,-200,0,200,-200,200
917,917,67,Gabon,AFRICA,11.797,-0.591,GAB,1,0,0,0,0,0,0,0,0,0,0,0,200,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,918,34180,Moses Lake, WA,-119.45,47.21,USA,1,0,200,0,100,-40,-66,120,40,-40,22,-133,133,-133,66,66,54,-111,66,-120,133,-50,66,-100,40,0,66,-142,142,-40,0,22,-85,66,0,-120,120,0,-120,66,-66,150,-150,100,0,0,-200,200,-200,200,66,0,-66,66,0,-200,200,-120,66,-66,66,0,40,50,-85,40,28,-66,-66,100,-40,0,0,0,66,-28,-100,66,100,-66,-100,66,-66,66,-200,200,66,-142,100,0,-200,200,0,-100,133,-22,-28,-100,120,-28,0,100,-57,-133,120,-66,0,0,66,0,-120,0,66,0,120,-90,0,0,-200
919,919,14220,Bogalusa, LA,-90.04,30.85,USA,1,200,40,28,-28,-200,0,200,40,28,-66,-66,120,0,-200,0,200,-66,-200,200,0,-100,120,-120,100,-200,200,40,28,-28,-100,142,-142,100,-200,200,100,-200,200,0,-200,0,0,200,0,-200,200,-200,0,0,200,-200,0,200,-200,200,0,0,0,0,0,0,-200,0,200,-200,200,-200,200,-200,0,200,-100,66,-66,-200,200,-200,200,-66,66,-66,-200,0,200,85,-85,0,-66,66,-66,0,66,-200,200,0,-200,0,0,200,-66,0,-200,0,200,66,-66,0,0,66,-200,200,-66,-200,200,-200,200,0,-200
920,920,48820,Willmar, MN,-95.0,45.15,USA,1,66,-200,200,-120,120,-66,40,0,-40,-66,66,0,40,-100,66,66,22,-50,-40,-66,66,40,-40,-66,66,40,0,-100,100,-100,-200,0,0,200,-66,0,0,100,28,-120,0,100,-100,0,0,0,-200,200,-100,66,0,-66,100,-200,200,66,40,-200,200,66,0,100,-142,133,-200,0,200,0,0,-66,120,-200,200,0,0,66,-200,200,-40,0,-66,100,-100,-200,200,120,-120,100,0,-40,0,-66,0,-200,200,-200,200,0,-66,-66,133,-22,-66,66,0,-66,-66,100,-200,200,-66,40,0,0,28,22,-85,-200
921,921,17260,Clarksdale, MS,-90.6,34.23,USA,1,0,200,66,-66,66,-66,-200,200,-200,0,0,200,66,-66,66,-200,200,-40,85,-133,0,0,100,-40,0,-200,0,200,-200,200,-200,200,66,-66,-200,200,100,-100,-200,200,-200,0,0,0,200,-66,-200,0,0,200,-200,200,0,-200,200,0,0,66,-200,0,200,0,-66,66,-200,0,200,-66,66,-200,200,-200,200,100,-100,66,-66,-200,0,0,0,0,200,-66,0,0,-200,200,-200,0,200,0,100,-40,-200,200,-200,0,200,-100,-200,200,-66,0,0,120,-120,-200,200,-200,200,-200,200,-28,-100,0,-200,200
